company,review_title,rating,review_date,source_url,page_number,segment_label,raw_text,language,clean_text,lemma_text,text_length
Softtek en Mexico,,,,,,cons,En ocasiones la carga de trabajo no te permite desarrollarte en otras áreas de interés.,es,en ocasiones la carga de trabajo no te permite desarrollarte en otras áreas de interés,ocasión carga trabajo permitir desarrollarte área interés,7
Softtek en Mexico,,,,,,pros,"Uso de nuevas tecnologías y constante crecimiento
Muy bueno como primer trabajo",es,uso de nuevas tecnologías y constante crecimiento muy bueno como primer trabajo,tecnología constante crecimiento trabajo,4
Softtek en Mexico,,,,,,cons,Sueldo relativamente bajo aunque buenas oportunidades de aprendizaje dentro de la empresa,es,sueldo relativamente bajo aunque buenas oportunidades de aprendizaje dentro de la empresa,sueldo relativamente oportunidad aprendizaje empresa,5
Softtek en Mexico,,,,,,pros,Seguro médico de gastos mayores,es,seguro médico de gastos mayores,seguro médico gasto mayor,4
Softtek en Mexico,,,,,,cons,Explotación laboral y baja paga,es,explotación laboral y baja paga,explotación laboral bajo pagar,4
Softtek en Mexico,,,,,,pros,"Salario
Home Office
Clientes internacionales",es,salario home office clientes internacionales,salario home office cliente internacional,5
Softtek en Mexico,,,,,,cons,Poco crecimiento a corto plazo,es,poco crecimiento a corto plazo,crecimiento corto plazo,3
Softtek en Mexico,,,,,,pros,"Prestaciones
 superiores a las de ley, 25 días de aguinaldo, vales de despensa, 
viajes a softtekiada pagados por la empresa (cancún, ixtapa, puerto 
vallarta) es un evento deportivo de la empresa llevado a cabo en la 
playa, si ganas tu lugar te pagan el hospedaje todo incluido, solo pagas
 el traslado, entrenamientos gratuitos, excelente ambiente laboral, 
trabajo híbrido, seguros de gastos médicos mayores y menores, webinars 
de nutrición, finanzas, ejercicio, chequeos médicos anuales gratuitos",es,prestaciones superiores a las de ley días de aguinaldo vales de despensa viajes a softtekiada pagados por la empresa cancún ixtapa puerto vallarta es un evento deportivo de la empresa llevado a cabo en la playa si ganas tu lugar te pagan el hospedaje todo incluido solo pagas el traslado entrenamientos gratuitos excelente ambiente laboral trabajo híbrido seguros de gastos médicos mayores y menores webinars de nutrición finanzas ejercicio chequeos médicos anuales gratuitos,prestación superior ley aguinaldo val despenso viaje softtekiada pagado empresa cancún ixtapa puerto vallarta evento deportivo empresa llevado cabo playa ganas lugar pagar hospedaje incluido pagar traslado entrenamiento gratuito excelente ambiente laboral trabajo híbrido seguro gasto médico mayor menor webinars nutrición finanza ejercicio chequeo médico anual gratuito,47
Softtek en Mexico,,,,,,cons,"2
 días obligatorios de asistencia a la oficina, utilidades nulas o 
escasas (150 pesos MXN), depende mucho el líder que te toque la 
experiencia que tendrás, es muy complicado que te autoricen aumentos de 
sueldos, en algunos casos te dan de alta con menos salario en el IMSS.",es,días obligatorios de asistencia a la oficina utilidades nulas o escasas pesos mxn depende mucho el líder que te toque la experiencia que tendrás es muy complicado que te autoricen aumentos de sueldos en algunos casos te dan de alta con menos salario en el imss,obligatorio asistencia oficina utilidad nulo escaso pesos mxn depender líder tocar experiencia tendrás complicado autoricir aumento sueldo caso alta salario imss,21
Softtek en Mexico,,,,,,pros,Buena empresa en muchos sentidos,es,buena empresa en muchos sentidos,empresa sentido,2
Softtek en Mexico,,,,,,cons,"Mal reparto de utilidades, es muy poco",es,mal reparto de utilidades es muy poco,reparto utilidad,2
Softtek en Mexico,,,,,,pros,Te capacitan para el puesto,es,te capacitan para el puesto,capacitar puesto,2
Softtek en Mexico,,,,,,cons,"Mal pagado(muy por abajo del promedio)
Falsos aumentos(prometen y no cumplen)
Contacto con los managers complicado",es,mal pagado muy por abajo del promedio falsos aumentos prometen y no cumplen contacto con los managers complicado,pagado abajo promedio falso aumento prometer cumplir contacto manager complicado,10
Softtek en Mexico,,,,,,pros,"Buen ambiente laboral, sueldo competitivo, respetan horarios.",es,buen ambiente laboral sueldo competitivo respetan horarios,ambiente laboral sueldo competitivo respetar horario,6
Softtek en Mexico,,,,,,cons,Tienes que estar pidiendo aumentos,es,tienes que estar pidiendo aumentos,tener pedir aumento,3
Softtek en Mexico,,,,,,pros,"Buenas prestaciones
Eventos
Buen sueldo",es,buenas prestaciones eventos buen sueldo,prestación evento sueldo,3
Softtek en Mexico,,,,,,cons,"Depende del proyecto puedes trabajar horas extras excesivas
Dificultad de tener un ajuste de sueldo segun tu puesto una vez dentro de la empresa",es,depende del proyecto puedes trabajar horas extras excesivas dificultad de tener un ajuste de sueldo segun tu puesto una vez dentro de la empresa,depender proyecto poder trabajar hora extra excesivo dificultad ajuste sueldo puesto empresa,12
Softtek en Mexico,,,,,,pros,excelente empresa se preocupan por los empleados y puedes tener un equilibrio entre la vida laboral y personal.,es,excelente empresa se preocupan por los empleados y puedes tener un equilibrio entre la vida laboral y personal,excelente empresa preocupar empleado poder equilibrio vida laboral personal,9
Softtek en Mexico,,,,,,cons,los ascensos y no hay mucho crecimiento,es,los ascensos y no hay mucho crecimiento,ascenso crecimiento,2
Tata Consultancy Services,,,,,,pros,Cuidan que se tenga continuidad entre proyecto (cuando se termina) y proyecto,es,cuidan que se tenga continuidad entre proyecto cuando se termina y proyecto,cuidar continuidad proyecto terminar proyecto,5
Tata Consultancy Services,,,,,,cons,El paquete de prestaciones son los mínimos de ley,es,el paquete de prestaciones son los mínimos de ley,paquete prestación mínimo ley,4
Tata Consultancy Services,,,,,,pros,La seguridad de que no te correrán del trabajo.,es,la seguridad de que no te correrán del trabajo,seguridad correr trabajo,3
Tata Consultancy Services,,,,,,cons,"Los aumentos salariales son muy bajos y no casa año, las utilidades son muy bajas.",es,los aumentos salariales son muy bajos y no casa año las utilidades son muy bajas,aumento salarial bajo casar año utilidad bajo,7
Tata Consultancy Services,,,,,,pros,Tienes acesso a diferentes proyectos,es,tienes acesso a diferentes proyectos,tener acesso proyecto,3
Tata Consultancy Services,,,,,,cons,Prefieren contratar Jr y correr a los Sr.,es,prefieren contratar jr y correr a los sr,preferir contratar jr correr sr,5
Tata Consultancy Services,,,,,,pros,"Formaciones continuas
Flexibilidad laboral
Buena comunicacion
Reconocimientos
Descuentos en varias tiendas con beneficios",es,formaciones continuas flexibilidad laboral buena comunicacion reconocimientos descuentos en varias tiendas con beneficios,formación continuo flexibilidad laboral comunicacion reconocimiento descuento tienda beneficio,9
Tata Consultancy Services,,,,,,cons,Sueldo algo bajo si no lo cuadras al comienzo,es,sueldo algo bajo si no lo cuadras al comienzo,sueldo cuadrar comienzo,3
Tata Consultancy Services,,,,,,pros,"No hay presiones
Trabajas con el cliente
Entrega equipos
Beneficios 
Descuentos
Udemy
LinkedIn learning",es,no hay presiones trabajas con el cliente entrega equipos beneficios descuentos udemy linkedin learning,presión trabaja cliente entregar equipo beneficio descuento udemy linkedin learning,10
Tata Consultancy Services,,,,,,cons,"No sentido de pertenencia
No aumento salarial durante el año
No hay ascenso de puesto realista",es,no sentido de pertenencia no aumento salarial durante el año no hay ascenso de puesto realista,sentido pertenencia aumento salarial año ascenso puesto realista,8
Tata Consultancy Services,,,,,,pros,las prestaciones son las de ley,es,las prestaciones son las de ley,prestación ley,2
Tata Consultancy Services,,,,,,cons,los horarios varian demasiado de un dia a otro,es,los horarios varian demasiado de un dia a otro,horario variar,2
Tata Consultancy Services,,,,,,pros,"Good Environment, Good Work Culture",en,good environment good work culture,good environment good work culture,5
Tata Consultancy Services,,,,,,cons,Nothing everything is perfect at Tata,en,nothing everything is perfect at tata,perfect tata,2
Tata Consultancy Services,,,,,,pros,"Tienen un poco de desorden, pero siempre pagan",es,tienen un poco de desorden pero siempre pagan,desorden pagar,2
Tata Consultancy Services,,,,,,cons,Es imposible contactarlos a veces,es,es imposible contactarlos a veces,imposible contactarlo,2
Tata Consultancy Services,,,,,,pros,"-salario arriba del promedio
-aguinaldo 30 dias",es,salario arriba del promedio aguinaldo dias,salario promedio aguinaldo,3
Tata Consultancy Services,,,,,,cons,"-no hay crecimiento
-elitismo con indios",es,no hay crecimiento elitismo con indios,crecimiento elitismo indio,3
Tata Consultancy Services,,,,,,pros,"Prestaciones estables, 30 días de aguinaldo",es,prestaciones estables días de aguinaldo,prestación estable aguinaldo,3
Tata Consultancy Services,,,,,,cons,Mucho trabajo y poca paga,es,mucho trabajo y poca paga,trabajo paga,2
Tata Consultancy Services,,,,,,pros,Trabajo remoto y buen proyecto,es,trabajo remoto y buen proyecto,trabajo remoto proyecto,3
Tata Consultancy Services,,,,,,cons,Trabajar en fin de semana,es,trabajar en fin de semana,trabajar semana,2
Tata Consultancy Services,,,,,,pros,Es 100% remoto si vives lejos de las oficinas,es,es remoto si vives lejos de las oficinas,remoto vivir lejos oficina,4
Tata Consultancy Services,,,,,,cons,"Olvídate
 de incrementos salariales, el último año obtuve B en mi evaluación 
anual y mi aumento salarial fué del 0.9% (Un insulto)",es,olvídate de incrementos salariales el último año obtuve b en mi evaluación anual y mi aumento salarial fué del un insulto,olvídate incremento salarial año obtener b evaluación anual aumento salarial fué insulto,12
Tata Consultancy Services,,,,,,pros,"El equipo de trabajo es eficiente.
Pagan a tiempo regularmente",es,el equipo de trabajo es eficiente pagan a tiempo regularmente,equipo trabajo eficiente pagar tiempo regularmente,6
Tata Consultancy Services,,,,,,cons,"No cumplen con lo que prometen
El equipo administrativo es horriblemente incomp3t3nt3
No tienen una buena estructura ni comunicación para resolver problemas",es,no cumplen con lo que prometen el equipo administrativo es horriblemente incomp t nt no tienen una buena estructura ni comunicación para resolver problemas,cumplir prometer equipo administrativo horriblemente incomp t nt estructura comunicación resolver problema,12
Tata Consultancy Services,,,,,,pros,Si te vendes bien pagan bien,unknown,si te vendes bien pagan bien,si te vendes bien pagan bien,6
Tata Consultancy Services,,,,,,cons,"Una
 ves dentro ya no subes y toda el area de RH,RMG te tratan con el pie, 
cuando inicio en Mexico la administracon de proyectos estaba en manos de
 Mexicanos y crecio pero al dia de hoy los la gente de la India no 
cuenta con gente capacitada e la gestion de proyectos y aumentenle que 
no hablan una pisca de español y el cliente se da cuenta al dia de hoy 
de que es la consultora mas cara y la que menos soluciones le da",es,una ves dentro ya no subes y toda el area de rh rmg te tratan con el pie cuando inicio en mexico la administracon de proyectos estaba en manos de mexicanos y crecio pero al dia de hoy los la gente de la india no cuenta con gente capacitada e la gestion de proyectos y aumentenle que no hablan una pisca de español y el cliente se da cuenta al dia de hoy de que es la consultora mas cara y la que menos soluciones le da,ves subir area rh rmg tratar pie inicio mexico administracon proyecto manos mexicano crecio gente india gente capacitado gestion proyecto aumentenlir pisca español cliente consultora cara solución,27
Tata Consultancy Services,,,,,,pros,"Prestaciones superiores
Buen salario inicial
Trabajo remoto (depende el proyecto) 
Flexibilidad si quedas sin proyecto sigues recibiendo pago en lo que sale algo mas",es,prestaciones superiores buen salario inicial trabajo remoto depende el proyecto flexibilidad si quedas sin proyecto sigues recibiendo pago en lo que sale algo mas,prestación superior salario inicial trabajo remoto depender proyecto flexibilidad quedir proyecto sigues recibir pago salir,15
Tata Consultancy Services,,,,,,cons,"No
 hay claridad con el tema de los aumentos de salario, a veces subes bien
 y otras no… dependiendo de tu evaluación anual y que tan bien le caigas
 a tu manager
Falta de gestión en los proyectos",es,no hay claridad con el tema de los aumentos de salario a veces subes bien y otras no dependiendo de tu evaluación anual y que tan bien le caigas a tu manager falta de gestión en los proyectos,claridad tema aumento salario subir depender evaluación anual caigar manager falta gestión proyecto,13
Tata Consultancy Services,,,,,,pros,"La
 ventaja es q ellos tratarán de asignarte a proyectos y mientras 
encuentras alguno estarás en Pool y te seguirán pagando.Puedes entrar 
con sueldo muy bueno.",es,la ventaja es q ellos tratarán de asignarte a proyectos y mientras encuentras alguno estarás en pool y te seguirán pagando puedes entrar con sueldo muy bueno,ventaja q tratar asignarte proyecto encuentra estarás pool seguir pagar poder entrar sueldo,13
